id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
2385,Male,Loyal Customer,17,Personal Travel,Eco,3129,2,4,2,1,5,2,5,5,3,4,5,4,4,5,0,0,0
2386,Female,Loyal Customer,16,Personal Travel,Eco,2448,3,5,3,1,3,2,1,3,5,5,4,1,5,1,145,136,0
2387,Female,Loyal Customer,30,Business travel,Eco,2854,3,4,4,4,3,3,3,3,3,1,4,1,3,3,19,17,0
2388,Female,Loyal Customer,68,Personal Travel,Eco,269,4,4,0,4,3,5,5,2,2,0,2,5,2,1,0,0,0
2389,Male,Loyal Customer,54,Business travel,Eco,1712,4,4,4,4,4,4,4,4,5,5,4,3,4,4,0,0,1
2390,Female,disloyal Customer,29,Business travel,Eco,1785,5,5,5,2,4,5,4,4,2,3,5,5,5,4,0,0,1
2391,Male,Loyal Customer,28,Personal Travel,Eco,1774,3,5,3,4,3,3,3,3,3,3,4,4,5,3,0,0,0
2392,Female,Loyal Customer,16,Personal Travel,Eco,3553,3,5,3,4,1,3,1,1,5,2,3,4,5,1,6,0,0
2393,Male,Loyal Customer,52,Personal Travel,Eco,1874,2,4,2,3,3,2,3,3,1,5,3,1,3,3,0,0,0
2394,Male,Loyal Customer,56,Business travel,Business,1413,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,1
2395,Male,Loyal Customer,47,Business travel,Business,3692,1,1,1,1,2,4,4,5,5,5,5,5,5,3,0,0,1
2396,Female,Loyal Customer,54,Personal Travel,Eco,2504,2,2,2,2,5,5,4,4,4,4,4,5,4,5,9,5,1
2397,Female,disloyal Customer,25,Business travel,Business,2152,0,0,0,2,3,0,3,3,5,5,4,5,5,3,8,1,1
2398,Female,Loyal Customer,59,Personal Travel,Eco,200,0,0,0,3,4,5,4,4,4,4,4,3,4,4,0,0,1
2399,Female,Loyal Customer,47,Business travel,Business,1132,2,2,2,2,3,4,4,4,4,4,4,4,4,5,0,0,1
2400,Male,Loyal Customer,33,Business travel,Business,3215,3,2,3,3,4,4,5,4,5,2,5,5,4,4,0,0,1
2401,Male,Loyal Customer,55,Business travel,Eco,2103,3,5,5,5,2,3,2,2,3,3,3,1,4,2,3,21,0
2402,Male,Loyal Customer,33,Personal Travel,Eco Plus,4441,2,5,2,5,2,5,5,5,4,4,5,5,5,5,0,24,0
2403,Male,Loyal Customer,46,Business travel,Business,2949,1,1,1,1,3,5,5,5,5,5,5,3,5,5,28,23,1
2404,Male,Loyal Customer,51,Personal Travel,Eco,1606,1,4,1,5,4,1,4,4,5,3,5,5,4,4,0,0,0
2405,Female,Loyal Customer,54,Business travel,Business,2865,3,3,3,3,1,2,3,5,5,5,5,5,5,4,0,0,1
2406,Male,Loyal Customer,57,Business travel,Business,2021,5,5,5,5,4,4,4,4,4,4,4,5,4,3,0,0,1
2407,Male,Loyal Customer,57,Personal Travel,Eco,2390,2,4,2,3,4,2,4,4,3,5,3,2,4,4,8,9,0
2408,Female,Loyal Customer,50,Business travel,Business,222,5,4,5,5,4,4,4,5,5,5,5,5,5,3,17,29,1
2409,Female,Loyal Customer,70,Personal Travel,Eco,611,3,3,3,3,4,4,4,4,5,2,4,3,5,4,0,0,1
2410,Female,disloyal Customer,40,Business travel,Business,1511,1,1,1,4,1,1,1,1,2,3,4,1,3,1,0,0,0
2411,Female,Loyal Customer,37,Personal Travel,Eco,1933,3,3,3,3,4,5,4,4,4,4,4,3,4,3,11,11,1
2412,Male,Loyal Customer,16,Personal Travel,Eco,2670,3,5,3,4,2,3,2,2,5,5,3,3,5,2,0,0,0
2413,Male,Loyal Customer,55,Business travel,Business,3593,3,3,3,3,5,4,5,4,4,4,4,4,4,3,0,0,1
2414,Male,Loyal Customer,30,Business travel,Business,4717,0,5,0,1,4,4,2,4,5,3,5,1,3,4,0,0,1
2415,Female,Loyal Customer,57,Personal Travel,Eco,1056,0,4,0,4,5,1,3,1,1,0,1,2,1,4,35,60,1
2416,Female,Loyal Customer,35,Business travel,Business,1118,4,4,4,4,3,5,4,4,4,4,4,3,4,5,5,11,1
2417,Female,Loyal Customer,49,Business travel,Business,766,5,5,5,5,3,5,4,5,5,5,5,4,5,3,12,14,1
2418,Female,Loyal Customer,25,Business travel,Eco Plus,2028,5,3,3,3,5,5,5,5,3,4,5,3,5,5,2,0,1
2419,Female,Loyal Customer,58,Business travel,Eco,1643,3,5,5,5,1,3,4,3,3,3,3,3,3,4,0,0,0
2420,Male,Loyal Customer,45,Personal Travel,Eco,2141,2,2,1,2,4,1,4,4,2,4,3,1,3,4,4,23,0
2421,Male,Loyal Customer,41,Personal Travel,Eco,1935,2,3,2,2,2,2,2,2,1,3,1,2,2,2,0,0,0
2422,Male,Loyal Customer,22,Personal Travel,Eco,1595,2,2,2,4,4,2,4,4,3,2,4,4,4,4,0,0,0
2423,Female,disloyal Customer,24,Business travel,Eco,2682,3,3,3,3,4,3,4,4,2,2,2,2,4,4,0,34,0
2424,Male,Loyal Customer,45,Personal Travel,Eco,1746,1,5,1,5,2,1,2,2,4,5,5,3,4,2,0,0,0
2425,Male,Loyal Customer,42,Business travel,Eco,2133,5,3,3,3,5,5,5,5,3,4,1,2,5,5,0,0,1
2426,Female,Loyal Customer,49,Business travel,Business,2220,4,4,4,4,5,3,3,4,4,4,4,3,4,1,0,0,0
2427,Male,disloyal Customer,22,Business travel,Business,1434,5,0,5,4,2,5,1,2,3,4,5,4,5,2,0,0,1
2428,Female,Loyal Customer,43,Business travel,Eco,425,2,3,3,3,3,4,3,2,2,2,2,2,2,1,33,28,0
2429,Female,Loyal Customer,38,Business travel,Business,2038,2,4,4,4,5,4,4,2,2,2,2,3,2,4,15,17,0
2430,Male,Loyal Customer,57,Business travel,Business,363,2,1,1,1,1,3,3,2,2,2,2,4,2,1,48,49,0
2431,Male,Loyal Customer,45,Business travel,Business,2366,0,4,0,3,2,4,5,4,4,1,1,5,4,3,0,0,1
2432,Male,Loyal Customer,9,Personal Travel,Eco,2643,1,1,0,4,4,0,4,4,4,4,4,1,3,4,15,8,0
2433,Male,Loyal Customer,36,Personal Travel,Eco Plus,2842,4,4,4,3,2,4,3,2,2,2,1,1,4,2,13,0,0
2434,Female,Loyal Customer,26,Personal Travel,Eco,3139,5,5,5,5,5,5,5,5,1,1,4,3,2,5,34,0,1
2435,Male,Loyal Customer,12,Personal Travel,Eco Plus,2985,3,5,3,3,4,3,3,4,4,1,3,3,5,4,11,0,0
2436,Female,disloyal Customer,24,Business travel,Business,2468,5,5,5,4,2,5,2,2,4,5,5,5,4,2,0,0,1
2437,Female,Loyal Customer,15,Personal Travel,Eco,1292,1,1,1,1,4,4,4,4,4,5,4,3,4,4,34,27,1
2438,Male,Loyal Customer,42,Business travel,Business,2510,3,3,3,3,3,5,4,4,4,4,4,3,4,5,27,44,1
2439,Female,Loyal Customer,19,Business travel,Eco Plus,1592,3,5,5,5,3,4,1,3,4,4,4,2,4,3,67,43,0
2440,Female,Loyal Customer,59,Personal Travel,Eco,954,4,2,2,2,1,4,1,4,4,4,4,1,4,4,3,0,1
2441,Female,Loyal Customer,31,Business travel,Business,3640,1,3,3,3,1,1,1,1,1,1,3,4,3,1,0,0,0
2442,Female,disloyal Customer,29,Business travel,Eco Plus,2717,3,3,3,4,1,3,1,1,3,5,3,1,4,1,1,0,0
2443,Female,Loyal Customer,69,Business travel,Eco,639,2,4,4,4,1,3,3,2,2,2,2,1,2,2,0,0,0
2444,Male,Loyal Customer,41,Business travel,Business,3014,1,1,1,1,3,4,4,5,5,5,5,3,5,4,4,8,1
2445,Male,Loyal Customer,52,Business travel,Business,1621,1,1,1,1,3,4,5,3,3,3,3,3,3,5,0,0,1
2446,Female,Loyal Customer,53,Personal Travel,Eco,109,4,4,4,4,3,5,5,2,2,4,2,3,2,5,0,0,1
2447,Female,Loyal Customer,57,Business travel,Business,64,0,5,0,1,5,5,3,5,5,5,5,3,5,2,0,0,1
2448,Female,Loyal Customer,77,Business travel,Business,2366,2,3,3,3,3,4,3,2,2,2,2,3,2,1,3,4,0
2449,Male,Loyal Customer,7,Personal Travel,Eco,2625,3,4,3,2,2,3,2,2,5,3,3,5,4,2,68,93,0
2450,Female,Loyal Customer,54,Business travel,Business,2660,1,4,4,4,2,4,3,2,2,2,1,2,2,4,0,0,0
2451,Male,Loyal Customer,39,Business travel,Business,554,1,1,1,1,4,5,5,5,5,5,5,4,5,5,4,0,1
2452,Male,Loyal Customer,57,Business travel,Business,2281,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,0,1
2453,Male,disloyal Customer,35,Business travel,Business,2924,1,1,1,2,4,1,4,4,3,4,4,3,5,4,62,90,0
2454,Male,Loyal Customer,46,Personal Travel,Eco,2241,1,4,1,4,3,1,4,3,4,5,5,4,4,3,14,55,0
2455,Female,disloyal Customer,33,Business travel,Eco,1154,3,5,3,4,4,3,3,4,5,3,3,3,4,4,64,57,0
2456,Male,Loyal Customer,49,Personal Travel,Eco,1390,3,5,3,2,3,3,3,3,2,5,3,4,3,3,0,9,0
2457,Female,Loyal Customer,55,Business travel,Eco Plus,222,3,5,5,5,5,4,1,3,3,3,3,2,3,3,10,1,1
2458,Female,Loyal Customer,57,Business travel,Eco,370,4,5,5,5,2,5,4,4,4,4,4,2,4,4,0,0,1
2459,Male,Loyal Customer,18,Personal Travel,Eco,2343,4,2,5,3,4,5,5,4,4,1,4,4,4,4,0,0,0
2460,Male,Loyal Customer,77,Business travel,Business,3626,2,4,5,4,1,1,2,2,2,2,2,1,2,3,0,39,0
2461,Female,disloyal Customer,48,Business travel,Business,1797,4,4,4,1,5,4,5,5,3,3,4,3,4,5,26,14,0
2462,Male,Loyal Customer,47,Business travel,Business,2036,5,5,5,5,4,5,4,5,5,5,5,4,5,3,0,0,1
2463,Male,disloyal Customer,37,Business travel,Business,1844,3,3,3,3,1,3,1,1,4,4,5,4,4,1,0,0,0
2464,Female,Loyal Customer,65,Personal Travel,Eco Plus,450,5,4,5,4,1,5,1,1,3,3,4,3,4,1,0,17,1
2465,Female,Loyal Customer,49,Business travel,Business,1626,0,3,0,5,1,1,2,4,4,4,1,4,4,4,3,3,1
2466,Male,Loyal Customer,36,Business travel,Business,396,5,5,5,5,3,4,4,4,4,4,4,3,4,3,68,69,1
2467,Male,Loyal Customer,44,Business travel,Eco,3186,1,4,3,4,2,1,2,2,1,3,3,3,4,2,0,0,0
2468,Female,Loyal Customer,46,Business travel,Business,330,0,0,0,4,5,4,4,4,4,4,4,4,4,5,0,0,1
2469,Male,Loyal Customer,58,Personal Travel,Eco,1799,2,5,2,2,2,4,4,4,4,5,5,4,3,4,273,259,0
2470,Male,Loyal Customer,60,Business travel,Business,1523,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0,1
2471,Female,disloyal Customer,25,Business travel,Eco,2239,2,5,2,3,3,2,3,3,1,2,1,1,5,3,0,0,0
2472,Male,Loyal Customer,47,Business travel,Business,2718,3,3,3,3,3,4,5,5,5,5,5,5,5,4,0,0,1
2473,Male,Loyal Customer,29,Business travel,Business,3672,2,3,3,3,2,2,2,2,2,2,3,2,3,2,0,10,0
2474,Male,Loyal Customer,24,Business travel,Business,4854,5,5,5,5,5,5,5,5,5,4,5,4,5,5,18,21,1
2475,Female,Loyal Customer,32,Business travel,Eco,3928,4,2,2,2,4,4,4,4,4,5,5,4,4,4,0,0,1
2476,Female,disloyal Customer,15,Business travel,Eco,3429,2,2,2,3,2,1,5,4,1,4,3,5,2,5,21,36,0
2477,Female,Loyal Customer,26,Personal Travel,Eco,1785,2,2,2,2,2,5,5,2,2,2,2,5,2,4,0,0,1
2478,Male,Loyal Customer,46,Business travel,Eco,2014,2,2,3,2,2,2,2,2,3,5,3,2,3,2,0,30,0
2479,Male,disloyal Customer,22,Business travel,Eco,2299,3,4,3,4,5,3,5,5,1,3,3,1,3,5,0,0,0
2480,Female,Loyal Customer,38,Business travel,Business,3857,3,3,3,3,5,4,5,5,5,5,5,2,5,5,0,3,1
2481,Female,Loyal Customer,44,Personal Travel,Eco,1048,5,1,4,1,4,4,4,5,5,5,5,3,5,4,0,0,1
2482,Male,Loyal Customer,25,Business travel,Business,3204,5,5,5,5,3,4,3,3,5,3,2,3,5,3,0,0,1
2483,Female,Loyal Customer,31,Business travel,Business,3128,5,5,2,5,5,5,5,5,4,4,3,3,5,5,0,4,1
2484,Male,Loyal Customer,38,Business travel,Business,3867,3,3,3,3,5,5,4,5,5,5,5,4,5,4,0,0,1
2485,Female,Loyal Customer,45,Business travel,Business,2357,2,2,2,2,5,5,5,4,4,5,5,5,3,5,0,21,1
2486,Male,Loyal Customer,24,Business travel,Business,1921,3,5,5,5,3,3,3,3,3,3,3,2,3,3,10,0,0
2487,Female,Loyal Customer,55,Business travel,Eco,117,5,1,1,1,2,5,4,5,5,5,5,3,5,2,1,0,1
2488,Female,Loyal Customer,60,Business travel,Business,1784,4,4,4,4,3,5,4,3,3,3,3,3,3,4,27,29,1
2489,Female,Loyal Customer,23,Business travel,Eco,1602,4,5,5,5,4,4,3,4,3,3,5,1,1,4,0,0,1
2490,Male,Loyal Customer,34,Business travel,Eco,1309,3,4,4,4,3,3,3,3,2,2,4,3,4,3,3,0,0
2491,Female,Loyal Customer,58,Business travel,Business,58,1,1,1,1,4,5,5,4,4,4,5,5,4,4,17,17,1
2492,Female,Loyal Customer,50,Business travel,Eco,215,2,4,3,3,2,3,3,2,2,2,2,3,2,1,84,106,0
2493,Female,Loyal Customer,57,Business travel,Business,2114,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0,1
2494,Male,Loyal Customer,40,Business travel,Business,257,3,2,2,2,4,3,3,3,3,3,3,2,3,1,32,30,0
2495,Female,Loyal Customer,49,Business travel,Eco Plus,398,2,5,5,5,3,3,3,2,2,2,2,1,2,3,0,0,0
2496,Male,Loyal Customer,40,Business travel,Business,3233,1,1,1,1,3,1,1,5,5,5,5,4,5,5,0,0,1
2497,Female,disloyal Customer,23,Business travel,Eco,2117,4,4,4,2,2,4,2,2,5,5,4,3,4,2,0,0,1
2498,Female,Loyal Customer,9,Personal Travel,Eco,3037,4,4,4,4,5,4,5,5,5,4,5,4,4,5,0,0,0
2499,Male,Loyal Customer,39,Business travel,Business,1078,2,2,2,2,4,5,4,3,3,3,3,4,3,4,0,0,1
2500,Male,Loyal Customer,31,Business travel,Business,3895,5,5,5,5,5,5,4,5,5,2,4,4,2,5,0,0,1
2501,Male,disloyal Customer,22,Business travel,Eco,2523,2,2,2,4,5,2,5,5,5,3,4,4,5,5,0,0,1
2502,Female,Loyal Customer,52,Business travel,Business,1761,3,3,3,3,2,4,5,4,4,4,4,5,4,3,0,4,1
2503,Female,Loyal Customer,52,Business travel,Business,1608,2,2,2,2,4,4,3,4,4,4,5,1,4,5,2,6,1
2504,Male,Loyal Customer,29,Business travel,Business,2581,4,4,4,4,5,5,5,5,3,4,4,3,4,5,0,0,1
2505,Male,Loyal Customer,52,Business travel,Eco,3723,4,2,2,2,4,4,4,5,2,5,4,4,4,4,0,25,1
2506,Male,Loyal Customer,51,Business travel,Business,3272,2,4,2,2,4,5,5,4,4,4,4,3,4,5,11,20,1
2507,Male,Loyal Customer,46,Business travel,Business,1651,2,2,2,2,3,4,4,4,4,4,4,5,4,5,4,0,1
2508,Female,Loyal Customer,35,Personal Travel,Eco Plus,1783,3,3,3,3,4,4,5,5,5,5,5,5,5,4,65,76,1
2509,Female,Loyal Customer,42,Business travel,Eco,2190,5,5,4,4,3,5,3,5,5,5,5,4,5,3,0,0,1
2510,Male,Loyal Customer,23,Personal Travel,Eco,1877,2,4,2,2,5,2,1,5,5,3,5,5,5,5,0,0,0
2511,Female,Loyal Customer,40,Business travel,Business,879,1,1,1,1,4,5,4,5,5,5,5,5,5,4,0,0,1
2512,Male,Loyal Customer,48,Personal Travel,Eco,2768,4,5,4,3,4,4,4,4,4,2,5,3,4,4,0,0,0
2513,Female,Loyal Customer,29,Business travel,Business,3164,2,2,2,2,3,4,3,3,4,3,5,3,5,3,0,0,1
2514,Male,Loyal Customer,30,Personal Travel,Eco Plus,2376,4,5,4,4,3,4,3,3,4,5,3,2,5,3,11,14,0
2515,Female,Loyal Customer,57,Business travel,Business,2080,3,3,3,3,4,4,5,5,5,4,5,4,5,4,0,0,1
2516,Male,Loyal Customer,58,Business travel,Business,1029,2,2,2,2,2,5,4,5,5,5,5,3,5,5,7,5,1
2517,Male,Loyal Customer,58,Business travel,Business,237,4,4,4,4,4,5,4,5,5,5,5,4,5,4,0,0,1
2518,Male,Loyal Customer,58,Business travel,Business,2483,1,1,1,1,2,4,4,4,4,4,4,3,4,5,3,45,1
2519,Male,Loyal Customer,48,Personal Travel,Eco,1665,4,5,5,3,5,5,4,5,3,3,5,5,4,5,7,0,0
2520,Female,Loyal Customer,56,Business travel,Eco,1025,5,3,3,3,3,2,2,5,5,5,5,4,5,1,0,0,1
2521,Female,Loyal Customer,38,Business travel,Business,596,3,3,3,3,5,4,4,5,5,5,5,3,5,4,93,76,1
2522,Female,Loyal Customer,57,Personal Travel,Eco,271,1,1,1,1,2,2,2,2,3,5,5,4,4,2,0,4,1
2523,Female,Loyal Customer,37,Business travel,Business,76,3,3,3,3,4,2,2,4,4,4,4,4,4,5,0,0,1
2524,Female,Loyal Customer,51,Personal Travel,Eco,913,1,1,1,1,5,5,5,5,4,2,5,4,5,5,33,48,1
2525,Female,disloyal Customer,36,Business travel,Eco Plus,1882,2,3,3,4,1,3,1,1,1,4,4,4,4,1,12,14,0
2526,Female,Loyal Customer,50,Business travel,Business,783,3,3,4,3,5,4,5,3,3,3,3,4,3,5,0,0,1
2527,Male,Loyal Customer,60,Business travel,Business,2832,5,5,5,5,5,5,5,2,2,2,2,4,2,5,0,0,1
2528,Female,Loyal Customer,17,Business travel,Business,3246,4,4,4,4,5,5,5,5,3,3,4,4,4,5,21,4,1
2529,Male,Loyal Customer,25,Business travel,Business,2437,5,5,5,5,2,2,2,2,4,2,4,3,5,2,16,15,1
2530,Male,disloyal Customer,25,Business travel,Business,1709,4,4,4,4,2,4,2,2,5,2,4,5,4,2,0,0,1
2531,Female,Loyal Customer,60,Business travel,Business,1789,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,0,1
2532,Female,Loyal Customer,64,Personal Travel,Eco,3299,3,4,3,4,3,2,2,4,1,3,4,2,3,2,182,197,0
2533,Male,disloyal Customer,12,Business travel,Eco,1879,2,2,2,4,1,2,1,1,3,1,3,2,3,1,73,67,0
2534,Male,disloyal Customer,36,Business travel,Eco,1650,3,0,4,3,3,4,3,3,1,1,3,3,3,3,49,95,0
2535,Male,Loyal Customer,53,Personal Travel,Eco,2349,2,5,2,4,3,2,3,3,5,4,1,5,2,3,0,0,0
2536,Male,Loyal Customer,34,Business travel,Business,2686,2,2,3,3,2,2,2,2,2,2,2,4,2,2,0,0,0
2537,Female,Loyal Customer,15,Business travel,Eco Plus,3908,3,3,4,3,3,3,3,3,3,2,4,2,4,3,90,91,0
2538,Female,Loyal Customer,21,Personal Travel,Eco,3004,5,5,5,5,4,5,1,4,4,4,5,2,4,2,31,63,1
2539,Female,disloyal Customer,26,Business travel,Business,1327,3,0,3,1,1,3,1,1,5,2,5,3,5,1,0,0,0
2540,Female,Loyal Customer,42,Business travel,Business,1833,5,5,5,5,5,4,4,5,5,5,5,3,5,4,0,0,1
2541,Female,Loyal Customer,39,Business travel,Business,539,1,0,0,4,1,3,3,4,4,0,4,3,4,1,43,40,0
2542,Male,Loyal Customer,23,Personal Travel,Eco,2932,3,2,3,4,3,3,3,3,1,4,2,2,4,3,0,2,0
2543,Female,Loyal Customer,34,Business travel,Business,3109,5,5,5,5,3,3,5,4,4,4,4,2,4,2,7,2,1
2544,Male,Loyal Customer,42,Business travel,Business,3012,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,0,1
2545,Female,Loyal Customer,57,Personal Travel,Eco,698,3,3,3,3,5,5,4,5,5,5,5,5,5,3,0,0,1
2546,Male,Loyal Customer,56,Personal Travel,Eco,1142,3,1,3,3,5,3,5,5,3,3,4,2,4,5,0,0,0
2547,Female,disloyal Customer,12,Business travel,Eco,2314,3,3,3,4,1,3,1,1,1,4,3,5,5,1,0,0,0
2548,Female,Loyal Customer,52,Personal Travel,Eco,2467,4,2,4,3,4,4,4,4,2,4,1,3,3,4,0,0,1
2549,Female,Loyal Customer,34,Business travel,Business,2019,4,4,4,4,3,5,4,5,5,5,5,5,5,3,0,0,1
2550,Female,disloyal Customer,44,Business travel,Eco,1911,3,2,3,4,5,3,5,5,2,3,3,4,3,5,0,0,0
2551,Male,Loyal Customer,60,Business travel,Business,2322,3,3,3,3,1,4,4,3,3,3,3,3,3,2,22,25,0
2552,Female,disloyal Customer,24,Business travel,Business,2062,5,0,5,5,3,5,3,3,4,4,5,3,5,3,0,0,1
2553,Male,disloyal Customer,26,Business travel,Business,1448,5,2,5,3,1,5,1,1,4,5,5,3,4,1,0,2,1
2554,Female,Loyal Customer,62,Business travel,Business,3693,3,3,3,3,2,2,2,3,3,3,3,3,3,4,37,23,0
2555,Female,disloyal Customer,27,Business travel,Eco,1920,4,4,4,4,5,4,5,5,2,1,3,2,3,5,16,12,0
2556,Male,Loyal Customer,40,Business travel,Business,2015,1,1,4,1,5,4,5,4,4,4,4,3,4,5,41,24,1
2557,Male,Loyal Customer,42,Business travel,Business,3997,2,2,2,2,3,3,4,2,2,2,2,2,2,2,6,7,0
2558,Female,Loyal Customer,60,Business travel,Business,3668,4,3,4,4,5,5,5,4,4,4,4,4,4,3,0,1,1
2559,Male,disloyal Customer,22,Business travel,Business,2926,4,0,4,3,2,4,2,2,4,5,4,3,4,2,85,69,1
2560,Female,Loyal Customer,32,Business travel,Eco,1760,0,0,0,1,1,0,1,1,4,5,2,3,1,1,0,10,1
2561,Male,Loyal Customer,57,Business travel,Business,1995,1,1,1,1,3,5,4,5,5,4,5,5,5,4,59,52,1
2562,Female,Loyal Customer,40,Business travel,Business,2621,3,3,3,3,3,5,5,5,5,5,5,4,5,4,20,23,1
2563,Male,Loyal Customer,26,Business travel,Business,2168,1,5,5,5,1,1,1,1,4,2,3,3,4,1,0,0,0
2564,Male,Loyal Customer,11,Personal Travel,Eco,1790,5,4,5,3,5,5,5,5,3,2,4,3,4,5,0,0,1
2565,Male,disloyal Customer,24,Business travel,Eco,1359,4,4,4,4,2,4,4,2,4,3,4,5,5,2,72,116,1
2566,Male,Loyal Customer,16,Personal Travel,Eco,1397,3,1,3,3,1,3,5,1,1,4,3,3,3,1,0,0,0
2567,Male,Loyal Customer,10,Personal Travel,Eco,3415,2,5,2,5,3,2,3,3,4,4,4,5,5,3,0,0,0
2568,Male,Loyal Customer,57,Personal Travel,Eco,1742,3,4,3,3,5,3,5,5,4,5,5,5,4,5,0,0,0
2569,Male,Loyal Customer,70,Personal Travel,Eco,1927,2,2,2,3,2,2,2,2,1,1,4,1,4,2,0,0,0
2570,Male,Loyal Customer,26,Business travel,Business,3521,3,4,4,4,3,3,3,3,2,3,4,1,4,3,0,0,0
2571,Male,Loyal Customer,40,Business travel,Business,1198,3,3,3,3,5,5,5,4,4,4,4,5,4,4,105,99,1
2572,Male,disloyal Customer,37,Business travel,Business,1153,3,3,3,1,4,3,4,4,3,2,2,2,2,4,0,0,0
2573,Male,Loyal Customer,40,Personal Travel,Eco Plus,2937,2,4,2,1,4,2,4,4,5,3,4,3,5,4,8,0,0
2574,Female,Loyal Customer,41,Business travel,Eco,1322,5,4,4,4,5,5,5,5,4,2,3,5,1,5,0,0,1
2575,Female,Loyal Customer,47,Business travel,Eco Plus,478,3,4,4,4,5,4,4,3,3,3,3,3,3,4,0,0,0
2576,Male,disloyal Customer,29,Business travel,Business,2813,2,2,2,4,4,2,4,4,1,5,3,2,3,4,0,3,0
2577,Female,Loyal Customer,50,Business travel,Business,1838,1,1,1,1,3,4,2,5,5,5,5,5,5,5,16,19,1
2578,Male,Loyal Customer,48,Business travel,Business,616,1,1,1,1,2,2,5,4,4,3,4,3,4,1,0,0,1
2579,Female,Loyal Customer,35,Personal Travel,Eco,2547,4,0,4,3,2,4,2,2,5,3,4,2,1,2,23,32,0
2580,Male,Loyal Customer,44,Personal Travel,Eco Plus,1033,4,5,0,3,4,0,4,4,2,4,5,3,1,4,0,0,0
2581,Male,disloyal Customer,28,Business travel,Business,2789,4,4,4,3,4,4,4,4,5,3,5,4,1,4,0,0,1
2582,Female,disloyal Customer,21,Business travel,Eco,2640,1,1,1,2,5,1,5,5,1,1,3,2,2,5,16,35,0
2583,Female,Loyal Customer,35,Personal Travel,Eco Plus,1034,4,4,4,4,4,4,4,4,5,3,4,5,4,4,0,0,1
2584,Male,Loyal Customer,64,Personal Travel,Eco,2482,3,3,3,2,2,3,2,2,2,5,3,4,2,2,0,10,0
2585,Female,Loyal Customer,51,Business travel,Business,133,0,4,0,1,4,5,1,5,5,1,1,2,5,1,10,11,1
2586,Male,Loyal Customer,36,Business travel,Business,3394,1,1,1,1,2,5,4,4,4,4,4,4,4,3,0,0,1
2587,Male,Loyal Customer,25,Business travel,Business,3069,2,2,2,2,3,4,3,3,3,4,5,3,5,3,35,13,1
2588,Male,Loyal Customer,50,Personal Travel,Eco,1791,2,4,2,1,5,2,5,5,5,2,5,3,4,5,0,0,0
2589,Female,Loyal Customer,39,Business travel,Business,2830,2,2,2,2,3,4,5,4,4,4,5,4,4,5,71,72,1
2590,Female,Loyal Customer,37,Business travel,Business,324,0,0,0,5,2,4,5,3,3,3,3,5,3,3,0,0,1
2591,Female,Loyal Customer,60,Business travel,Business,3589,1,1,1,1,3,4,5,5,5,5,5,4,5,5,18,19,1
2592,Male,Loyal Customer,56,Personal Travel,Eco,1757,4,4,4,1,3,4,3,3,5,4,5,4,5,3,34,17,0
2593,Male,disloyal Customer,23,Business travel,Business,2358,4,5,5,3,3,5,4,3,3,2,5,5,5,3,107,92,1
2594,Male,Loyal Customer,60,Business travel,Business,303,1,1,1,1,2,5,4,5,5,5,5,4,5,5,36,27,1
2595,Male,Loyal Customer,37,Business travel,Business,415,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,0,1
2596,Male,Loyal Customer,39,Business travel,Business,618,3,3,3,3,3,4,5,4,4,4,4,3,4,3,28,22,1
2597,Male,Loyal Customer,53,Business travel,Business,383,2,2,4,2,2,4,4,4,4,4,4,5,4,4,1,13,1
2598,Male,Loyal Customer,75,Business travel,Business,3125,3,1,5,1,2,3,4,3,3,3,3,4,3,4,0,0,0
2599,Male,Loyal Customer,50,Business travel,Business,2007,3,3,2,3,2,4,5,5,5,5,5,5,5,3,3,0,1
2600,Male,disloyal Customer,14,Business travel,Eco,2578,3,3,3,1,5,3,1,5,3,2,5,4,5,5,0,0,0
2601,Male,Loyal Customer,39,Business travel,Business,455,4,1,1,1,1,3,4,4,4,4,4,1,4,1,0,0,0
2602,Female,disloyal Customer,20,Business travel,Business,2521,4,5,4,3,4,4,4,4,5,5,4,3,4,4,17,6,1
2603,Female,Loyal Customer,53,Business travel,Eco,1186,2,5,5,5,5,3,4,2,2,2,2,2,2,2,0,0,0
2604,Female,Loyal Customer,59,Business travel,Eco,934,5,3,3,3,1,1,1,4,4,5,4,1,4,5,0,0,1
2605,Male,disloyal Customer,25,Business travel,Eco,1864,2,0,2,2,5,2,5,5,1,2,4,1,2,5,0,0,0
2606,Male,Loyal Customer,64,Business travel,Eco Plus,2471,4,5,5,5,4,4,4,4,4,4,2,3,4,4,0,0,1
